"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","AH0101 T","","5 minutes"
"Point_2:","AH0102 T","","5 minutes"
"Point_3:","AH0201 T","","5 minutes"
"Point_4:","AH0202 DT","","15 minutes"
"Point_5:","AH0203 DT","","15 minutes"
"Point_6:","AH0204 T","","5 minutes"
"Point_7:","AH0205 T","","5 minutes"
"Point_8:","AH0301 DT","","15 minutes"
"Point_9:","AH0302 T","","5 minutes"
"Point_10:","AH0306 DT","","15 minutes"
"Point_11:","AH0307 DT","","15 minutes"
"Point_12:","AH0401 DT","","15 minutes"
"Point_13:","AH0402 DT","","15 minutes"
"Point_14:","AH0403 DT","","15 minutes"
"Point_15:","AH0404 DT","","10 minutes"
"Point_16:","AH0501 T","","5 minutes"
"Point_17:","AH0502 T","","5 minutes"
"Point_18:","AH0503 T","","5 minutes"
"Point_19:","AH0504 T","","5 minutes"
"Point_20:","AH0505 T","","5 minutes"
"Point_21:","AH0601 T","","5 minutes"
"Point_22:","AH0602 T","","5 minutes"
"Point_23:","AH0603 T","","5 minutes"
"Point_24:","AH0604 T","","5 minutes"
"Point_25:","AH0702 T","","5 minutes"
"Point_26:","AH0801 T","","5 minutes"
"Point_27:","AH0802 T","","5 minutes"
"Point_28:","AH0901 T","","5 minutes"
"Point_29:","AH0902 T","","5 minutes"
"Point_30:","AH0903 T","","5 minutes"
"Point_31:","AH0904 T","","5 minutes"
"Point_32:","AH1001 T","","5 minutes"
"Point_33:","AH1002 T","","5 minutes"
"Point_34:","AH1101 T","","5 minutes"
"Point_35:","AH1102 T","","5 minutes"
"Point_36:","AH1201 T","","5 minutes"
"Point_37:","AH1202 T","","5 minutes"
"Point_38:","AH1301 T","","5 minutes"
"Point_39:","AH1302 T","","5 minutes"
"Point_40:","AH1303 T","","5 minutes"
"Point_41:","AH1304 T","","5 minutes"
"Point_42:","AH1401 T","","5 minutes"
"Point_43:","AH1402 T","","5 minutes"
"Point_44:","AH1501 T","","5 minutes"
"Point_45:","AH1502 T","","5 minutes"
"Point_46:","AH1601 T","","5 minutes"
"Point_47:","AH1602 T","","5 minutes"
"Point_48:","AH1701 T","","5 minutes"
"Point_49:","AH1702 T","","5 minutes"
"Point_50:","AHB101 DT","","15 minutes"
"Point_51:","AHB103 T","","5 minutes"
"Point_52:","AHB104 T","","5 minutes"
"Point_53:","AHB105 T","","5 minutes"
"Point_54:","AHB109 DT","","15 minutes"
"Point_55:","AHB110 DT","","15 minutes"
"Point_56:","AHB111 T","","5 minutes"
"Point_57:","AHRF01 T","","5 minutes"
"Point_58:","AHRF02 T","","5 minutes"
"Point_59:","CH5.CHRT","","10 minutes"
"Point_60:","CH5.CHST","","COV         10 minutes"
"Point_61:","CH5.CST","","COV"
"Point_62:","CH5.CTDT","","1 hour"
"Point_63:","CH5.CTT","","10 minutes"
"Point_64:","CH5.CWRT","","10 minutes"
"Point_65:","CH5.CWST","","COV         10 minutes"
"Point_66:","CH5.EFT","","10 minutes"
"Point_67:","CH5.EST","","COV"
"Point_68:","CH5.ETDT","","1 hour"
"Point_69:","CHR1.WT","","15 minutes"
"Point_70:","CHR2.WT","","15 minutes"
"Point_71:","CHR3.WT","","15 minutes"
"Point_72:","CHS1.WT","","15 minutes"
"Point_73:","CHS2.WT","","15 minutes"
"Point_74:","CHS3.WT","","15 minutes"
"Point_75:","CWR1.WT.SET","","COV"
"Point_76:","CWR2.WT.SET","","COV"
"Point_77:","CWRT1.MWT","","15 minutes"
"Point_78:","CWRT1.WT","","15 minutes"
"Point_79:","CWRT12.MWT","","COV"
"Point_80:","CWRT2.WT","","15 minutes"
"Point_81:","CWRT3.WT","","15 minutes"
"Point_82:","CWRT34.MWT","","COV"
"Point_83:","CWRT4.WT","","15 minutes"
"Point_84:","CWRT5.WT","","15 minutes"
"Point_85:","CWS1.WT","","15 minutes"
"Point_86:","CWS2.WT","","15 minutes"
"Point_87:","CWS3.WT","","15 minutes"
"Point_88:","OS LIGHT","","10 minutes"
"Point_89:","ZONE1-EBLN.AVGT","","10 minutes"
"Point_90:","ZONE1.AVGT","","10 minutes"
"Point_91:","ZONE2.AVGT","","10 minutes"
"Point_92:","ZONE3.AVGT","","10 minutes"
"Point_93:","ZWP-1.PCT","","1 hour"
"Point_94:","ZWP-2.PCT","","1 hour"
"Point_95:","ZWP-3.PCT","","1 hour"
"Point_96:","ZWP-4.PCT","","1 hour"
"Point_97:","ZWP-5.PCT","","1 hour"
"Point_98:","ZWP-6.PCT","","1 hour"
"Point_99:","ZWP-7.PCT","","1 hour"
"Point_100:","ZWP-8.PCT","","1 hour"
"Point_101:","ZWP-9.PCT","","1 hour"
"Time Interval:","15 Minutes"
"Date Range:","2017/5/11 00:00:00 - 2017/6/10 23:59:59"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12","Point_13","Point_14","Point_15","Point_16","Point_17","Point_18","Point_19","Point_20","Point_21","Point_22","Point_23","Point_24","Point_25","Point_26","Point_27","Point_28","Point_29","Point_30","Point_31","Point_32","Point_33","Point_34","Point_35","Point_36","Point_37","Point_38","Point_39","Point_40","Point_41","Point_42","Point_43","Point_44","Point_45","Point_46","Point_47","Point_48","Point_49","Point_50","Point_51","Point_52","Point_53","Point_54","Point_55","Point_56","Point_57","Point_58","Point_59","Point_60","Point_61","Point_62","Point_63","Point_64","Point_65","Point_66","Point_67","Point_68","Point_69","Point_70","Point_71","Point_72","Point_73","Point_74","Point_75","Point_76","Point_77","Point_78","Point_79","Point_80","Point_81","Point_82","Point_83","Point_84","Point_85","Point_86","Point_87","Point_88","Point_89","Point_90","Point_91","Point_92","Point_93","Point_94","Point_95","Point_96","Point_97","Point_98","Point_99","Point_100","Point_101"
